,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,delta_mfccs0,delta_mfccs1,delta_mfccs2,delta_mfccs3,delta_mfccs4,delta_mfccs5,delta_mfccs6,delta_mfccs7,delta_mfccs8,delta_mfccs9,delta_mfccs10,delta_mfccs11,delta_mfccs12,delta2_mfccs0,delta2_mfccs1,delta2_mfccs2,delta2_mfccs3,delta2_mfccs4,delta2_mfccs5,delta2_mfccs6,delta2_mfccs7,delta2_mfccs8,delta2_mfccs9,delta2_mfccs10,delta2_mfccs11,delta2_mfccs12,target
10,-480.26376,143.22949,-43.374176,57.53064,-43.56648,41.415695,-31.63246,25.336834,-4.1267037,7.852112,3.518805,-4.410605,0.26820847,25.970646,25.970646,25.970646,25.970646,25.970646,-7.9370117,1.6889505,-2.435509,1.5112942,1.5112942,1.5112942,1.5112942,1.5112942,-27.259035,-27.259035,-27.259035,-27.259035,-27.259035,7.9759893,-1.6858647,1.9784716,-2.619231,-2.619231,-2.619231,-2.619231,-2.619231,1
11,-492.4449,152.0766,-40.038475,49.042126,-39.37962,53.49186,-21.647198,19.35773,-13.231996,15.264239,7.143228,-4.1772604,3.535674,25.998787,25.998787,25.998787,25.998787,25.998787,-8.47444,1.7592379,-2.3558173,0.86901957,0.86901957,0.86901957,0.86901957,0.86901957,-29.049593,-29.049593,-29.049593,-29.049593,-29.049593,8.080238,-1.8517933,1.4855072,-1.8751733,-1.8751733,-1.8751733,-1.8751733,-1.8751733,1
12,-480.80106,160.88461,-38.624058,53.11958,-21.700628,34.718407,-11.7796545,10.361643,-7.539981,2.7752824,5.8589344,-5.268876,6.2446985,24.612717,24.612717,24.612717,24.612717,24.612717,-10.246333,0.5143935,-3.5086951,0.32517126,0.32517126,0.32517126,0.32517126,0.32517126,-28.421707,-28.421707,-28.421707,-28.421707,-28.421707,7.8490815,-1.7813903,2.2731154,-0.54498196,-0.54498196,-0.54498196,-0.54498196,-0.54498196,1
13,-489.18396,150.1007,-36.122215,48.59946,-42.680855,43.30058,-22.879566,23.145378,-7.266236,11.028832,0.13643414,-11.533651,2.53975,26.13319,26.13319,26.13319,26.13319,26.13319,-8.347106,1.3832792,-2.6835124,0.8382531,0.8382531,0.8382531,0.8382531,0.8382531,-27.975222,-27.975222,-27.975222,-27.975222,-27.975222,8.403603,-1.8671365,0.7683279,-2.5005937,-2.5005937,-2.5005937,-2.5005937,-2.5005937,1
14,-502.27872,172.12614,-44.079308,54.904533,-31.061426,49.86969,-13.094572,18.922382,-12.727076,3.2345338,3.571263,-1.3507398,11.108729,25.925499,25.925499,25.925499,25.925499,25.925499,-10.591786,0.68856126,-3.5670974,0.5443859,0.5443859,0.5443859,0.5443859,0.5443859,-29.838451,-29.838451,-29.838451,-29.838451,-29.838451,7.954756,-2.780341,2.0406096,-0.5735551,-0.5735551,-0.5735551,-0.5735551,-0.5735551,1
15,-502.514,158.71158,-42.134308,48.29859,-44.409184,45.659557,-28.495396,24.748169,-8.81934,8.231617,-0.22503246,-6.803419,12.131433,26.625454,26.625454,26.625454,26.625454,26.625454,-8.886033,1.628408,-2.3839235,1.8132951,1.8132951,1.8132951,1.8132951,1.8132951,-28.522041,-28.522041,-28.522041,-28.522041,-28.522041,8.786898,-2.146202,1.2071061,-1.7019268,-1.7019268,-1.7019268,-1.7019268,-1.7019268,1
16,-492.3566,158.69246,-38.492004,46.787937,-45.010532,45.341167,-28.224396,25.064156,-7.1830773,10.186885,0.76332736,-8.093334,6.5677633,25.981627,25.981627,25.981627,25.981627,25.981627,-8.779283,1.7099345,-2.1911793,1.4851309,1.4851309,1.4851309,1.4851309,1.4851309,-27.777203,-27.777203,-27.777203,-27.777203,-27.777203,9.030844,-1.8883829,0.93103456,-2.2761478,-2.2761478,-2.2761478,-2.2761478,-2.2761478,1
17,-487.86346,156.42319,-43.92899,66.33734,-32.437607,50.181595,-24.523073,23.287073,-10.940482,8.0198555,3.31053,-7.5690746,6.198585,25.515661,25.515661,25.515661,25.515661,25.515661,-9.54723,0.5017558,-4.318702,0.3615458,0.3615458,0.3615458,0.3615458,0.3615458,-29.20561,-29.20561,-29.20561,-29.20561,-29.20561,7.5065436,-2.2257526,2.409414,-1.2556553,-1.2556553,-1.2556553,-1.2556553,-1.2556553,1
18,-475.418,152.55273,-52.98291,66.11303,-41.059128,45.560127,-22.366985,16.625704,-8.391757,8.706955,3.1890543,-5.6751876,10.858748,25.016714,25.016714,25.016714,25.016714,25.016714,-8.698203,1.4811659,-3.5689907,1.6193148,1.6193148,1.6193148,1.6193148,1.6193148,-27.785467,-27.785467,-27.785467,-27.785467,-27.785467,7.7722516,-2.3478365,2.5615084,-1.462798,-1.462798,-1.462798,-1.462798,-1.462798,1
19,-494.42923,155.45657,-37.503468,45.379482,-41.33381,43.88863,-25.99193,22.313257,-9.564798,6.4541593,-0.45103756,-5.1981053,12.472862,26.026,26.026,26.026,26.026,26.026,-9.049737,1.2232733,-2.3017309,1.7198194,1.7198194,1.7198194,1.7198194,1.7198194,-28.247538,-28.247538,-28.247538,-28.247538,-28.247538,8.504861,-1.944362,1.2728173,-1.3495221,-1.3495221,-1.3495221,-1.3495221,-1.3495221,1
20,-502.48907,159.7393,-41.845615,44.196896,-43.20406,46.661514,-28.43226,23.306005,-12.300627,5.5805984,3.5326982,2.7018502,16.967455,26.345755,26.345755,26.345755,26.345755,26.345755,-9.250164,1.735262,-1.5300018,2.5835264,2.5835264,2.5835264,2.5835264,2.5835264,-28.682,-28.682,-28.682,-28.682,-28.682,8.646098,-1.950399,1.8265529,-0.94143856,-0.94143856,-0.94143856,-0.94143856,-0.94143856,1
21,-494.5448,149.61131,-36.990623,53.942875,-38.949722,46.622,-27.048,20.621815,-8.938079,15.064899,6.389916,-5.1408463,4.002854,26.133713,26.133713,26.133713,26.133713,26.133713,-8.479474,1.5151888,-2.4220042,1.2973447,1.2973447,1.2973447,1.2973447,1.2973447,-28.840235,-28.840235,-28.840235,-28.840235,-28.840235,8.4035425,-1.2832204,1.8276407,-2.0579915,-2.0579915,-2.0579915,-2.0579915,-2.0579915,1
22,-496.1649,175.78508,-49.24889,61.844875,-28.89896,43.32991,-18.748907,15.554647,-8.719517,4.9925604,4.8287973,-6.3500013,5.654748,25.192919,25.192919,25.192919,25.192919,25.192919,-10.73354,0.97229046,-3.9706924,0.42947367,0.42947367,0.42947367,0.42947367,0.42947367,-29.141548,-29.141548,-29.141548,-29.141548,-29.141548,8.615183,-2.383143,2.499255,-0.9859955,-0.9859955,-0.9859955,-0.9859955,-0.9859955,1
23,-498.389,179.08185,-46.967403,59.21448,-27.775368,40.14493,-18.682335,14.097104,-9.466518,4.096666,4.2512665,-5.931472,6.4271894,24.970606,24.970606,24.970606,24.970606,24.970606,-11.142997,0.83485174,-3.7897437,0.5741297,0.5741297,0.5741297,0.5741297,0.5741297,-29.169062,-29.169062,-29.169062,-29.169062,-29.169062,8.948811,-2.1718757,2.5322754,-0.78521633,-0.78521633,-0.78521633,-0.78521633,-0.78521633,1
24,-491.464,178.05025,-49.193146,61.190487,-32.094345,40.093296,-20.27274,13.798181,-9.924893,3.7623029,3.9079363,-5.9482493,7.392211,24.502398,24.502398,24.502398,24.502398,24.502398,-11.038501,0.9693927,-3.7143707,0.9691177,0.9691177,0.9691177,0.9691177,0.9691177,-28.615065,-28.615065,-28.615065,-28.615065,-28.615065,9.015996,-2.138231,2.6753879,-0.9128925,-0.9128925,-0.9128925,-0.9128925,-0.9128925,1
25,-502.58905,178.22038,-41.909214,55.206432,-23.57606,38.055294,-16.16552,13.420493,-7.5675826,5.4405837,4.78713,-4.795998,6.481972,25.333708,25.333708,25.333708,25.333708,25.333708,-11.070928,0.747833,-3.5258605,0.42672732,0.42672732,0.42672732,0.42672732,0.42672732,-29.42041,-29.42041,-29.42041,-29.42041,-29.42041,9.007912,-1.9859699,2.309644,-0.7014695,-0.7014695,-0.7014695,-0.7014695,-0.7014695,1
26,-502.1487,152.55711,-35.975945,56.8832,-42.1592,50.601536,-24.464764,22.369764,-9.4349375,16.261374,4.706133,-5.451283,3.6745276,26.61723,26.61723,26.61723,26.61723,26.61723,-8.614873,1.3013263,-2.7065406,1.1234975,1.1234975,1.1234975,1.1234975,1.1234975,-29.438063,-29.438063,-29.438063,-29.438063,-29.438063,8.432022,-1.5194944,1.6708195,-2.319222,-2.319222,-2.319222,-2.319222,-2.319222,1
27,-470.70026,154.4351,-53.077133,68.76605,-38.880287,46.363216,-26.887468,21.684244,-13.249313,7.20398,1.660284,-4.833563,8.172972,24.358795,24.358795,24.358795,24.358795,24.358795,-9.193531,1.0141071,-3.9576178,1.2872989,1.2872989,1.2872989,1.2872989,1.2872989,-27.830362,-27.830362,-27.830362,-27.830362,-27.830362,7.638083,-2.4023857,2.921369,-1.2844012,-1.2844012,-1.2844012,-1.2844012,-1.2844012,1
28,-496.08875,160.76903,-43.01683,46.021297,-42.505356,45.26112,-29.029491,25.13516,-12.285667,4.610205,-1.9949012,-2.7648242,15.784349,25.92542,25.92542,25.92542,25.92542,25.92542,-9.345637,1.336131,-2.3028522,2.0437536,2.0437536,2.0437536,2.0437536,2.0437536,-28.265102,-28.265102,-28.265102,-28.265102,-28.265102,8.625799,-2.3457289,1.5159379,-1.0010321,-1.0010321,-1.0010321,-1.0010321,-1.0010321,1
29,-503.06235,161.55789,-41.847557,45.37768,-42.477264,49.888603,-26.073618,23.456673,-15.620591,3.9401205,1.9812111,2.5769475,15.573734,26.192036,26.192036,26.192036,26.192036,26.192036,-9.65381,1.30473,-1.9878575,2.114369,2.114369,2.114369,2.114369,2.114369,-29.122581,-29.122581,-29.122581,-29.122581,-29.122581,8.330272,-2.2330034,1.8794276,-0.7502909,-0.7502909,-0.7502909,-0.7502909,-0.7502909,1
30,-489.8497,173.35982,-47.390965,62.678448,-30.779015,40.396877,-20.56405,13.873739,-10.623842,3.8771927,4.231909,-6.170835,7.044133,24.496958,24.496958,24.496958,24.496958,24.496958,-10.91706,0.7312489,-3.8910587,0.85308045,0.85308045,0.85308045,0.85308045,0.85308045,-28.778538,-28.778538,-28.778538,-28.778538,-28.778538,8.67751,-1.9971011,2.802836,-0.8303598,-0.8303598,-0.8303598,-0.8303598,-0.8303598,1
31,-483.58994,174.35463,-56.235283,57.127293,-36.185295,41.838593,-23.239555,13.222294,-11.917873,4.8181453,0.8163646,-10.222025,6.816611,24.233232,24.233232,24.233232,24.233232,24.233232,-10.334299,1.5199616,-3.6851916,0.92555773,0.92555773,0.92555773,0.92555773,0.92555773,-27.887653,-27.887653,-27.887653,-27.887653,-27.887653,8.983592,-2.6072083,2.2202196,-1.0605015,-1.0605015,-1.0605015,-1.0605015,-1.0605015,1
32,-485.52567,144.41742,-45.47159,66.91813,-30.083418,50.392406,-23.324156,23.369904,-9.620591,10.218334,5.7934365,-2.8907542,9.976639,26.137447,26.137447,26.137447,26.137447,26.137447,-8.493009,0.81439775,-3.970826,0.757906,0.757906,0.757906,0.757906,0.757906,-29.289673,-29.289673,-29.289673,-29.289673,-29.289673,6.757429,-2.2529807,2.6634488,-1.0147635,-1.0147635,-1.0147635,-1.0147635,-1.0147635,1
33,-500.26697,162.57106,-44.047302,45.63548,-42.329067,44.74267,-29.72761,23.336662,-13.1888075,4.5984282,4.8996334,6.051703,17.140272,25.9726,25.9726,25.9726,25.9726,25.9726,-9.521853,1.8258517,-1.339978,2.872012,2.872012,2.872012,2.872012,2.872012,-28.517437,-28.517437,-28.517437,-28.517437,-28.517437,8.7844715,-1.8682917,2.279983,-0.78403085,-0.78403085,-0.78403085,-0.78403085,-0.78403085,1
34,-502.18192,162.30952,-45.829685,47.923824,-46.204258,46.497135,-30.131458,23.492722,-12.849091,4.9464626,3.0658255,5.402264,17.146767,26.180843,26.180843,26.180843,26.180843,26.180843,-9.388331,1.8392646,-1.4682494,2.96613,2.96613,2.96613,2.96613,2.96613,-28.55765,-28.55765,-28.55765,-28.55765,-28.55765,8.807031,-2.0391076,2.2520077,-0.9962624,-0.9962624,-0.9962624,-0.9962624,-0.9962624,1
35,-541.7448,173.3255,-16.58419,47.274155,-17.860794,41.34839,-11.548219,15.072873,-7.800464,9.020483,5.472749,-3.4424038,9.018837,27.752762,27.752762,27.752762,27.752762,27.752762,-11.482648,-0.5448019,-3.229561,0.01892821,0.01892821,0.01892821,0.01892821,0.01892821,-32.45192,-32.45192,-32.45192,-32.45192,-32.45192,8.8943815,-0.95230496,1.656043,-0.40520978,-0.40520978,-0.40520978,-0.40520978,-0.40520978,1
36,-494.38245,174.72192,-48.320118,60.91492,-29.777727,41.41032,-18.432661,15.097627,-8.6193905,4.6716743,4.630373,-5.750564,6.2922664,25.074162,25.074162,25.074162,25.074162,25.074162,-10.689806,0.9846034,-3.7850277,0.6416239,0.6416239,0.6416239,0.6416239,0.6416239,-28.92915,-28.92915,-28.92915,-28.92915,-28.92915,8.6747055,-2.270588,2.5061622,-0.9983693,-0.9983693,-0.9983693,-0.9983693,-0.9983693,1
37,-500.47678,183.56854,-48.823505,58.79268,-29.793236,39.735535,-19.300343,15.689916,-9.572072,4.6436124,3.0353255,-6.1011767,5.5406847,24.999535,24.999535,24.999535,24.999535,24.999535,-11.227634,1.0230806,-3.692422,0.6241763,0.6241763,0.6241763,0.6241763,0.6241763,-29.049097,-29.049097,-29.049097,-29.049097,-29.049097,9.318595,-2.336187,2.4027193,-1.0124228,-1.0124228,-1.0124228,-1.0124228,-1.0124228,1
38,-493.11017,154.66782,-38.789753,51.70108,-44.361168,46.808186,-26.301298,26.430883,-6.0040817,14.922011,2.9283721,-8.392287,1.8557608,26.396626,26.396626,26.396626,26.396626,26.396626,-8.218446,1.8812027,-2.366333,1.1036128,1.1036128,1.1036128,1.1036128,1.1036128,-28.082714,-28.082714,-28.082714,-28.082714,-28.082714,8.820348,-1.8482105,0.97261655,-2.8510265,-2.8510265,-2.8510265,-2.8510265,-2.8510265,1
39,-519.0373,175.06598,-31.235727,55.812984,-29.520021,45.467644,-14.058238,15.316852,-10.963515,12.052533,7.4871106,-4.5521975,6.4420176,26.28429,26.28429,26.28429,26.28429,26.28429,-10.946127,0.509537,-3.236247,0.56025016,0.56025016,0.56025016,0.56025016,0.56025016,-30.901215,-30.901215,-30.901215,-30.901215,-30.901215,9.104681,-1.3381083,2.0345087,-1.1974376,-1.1974376,-1.1974376,-1.1974376,-1.1974376,1
40,-499.25925,154.6361,-35.83384,53.95608,-39.068462,50.704792,-28.287628,19.691387,-12.456991,11.006215,6.5336866,1.6237218,13.053693,25.9036,25.9036,25.9036,25.9036,25.9036,-9.368958,1.0471674,-2.2681584,2.0367146,2.0367146,2.0367146,2.0367146,2.0367146,-29.421333,-29.421333,-29.421333,-29.421333,-29.421333,8.315426,-1.265037,2.4537528,-0.99740654,-0.99740654,-0.99740654,-0.99740654,-0.99740654,1
41,-491.11926,157.10658,-37.88205,45.543865,-45.362663,44.01633,-27.50828,24.01893,-8.55392,9.472003,1.6473209,-3.9230273,10.706838,25.836973,25.836973,25.836973,25.836973,25.836973,-8.795824,1.7253664,-1.7828652,2.0704033,2.0704033,2.0704033,2.0704033,2.0704033,-27.73835,-27.73835,-27.73835,-27.73835,-27.73835,8.963475,-1.7414773,1.2211,-1.9071208,-1.9071208,-1.9071208,-1.9071208,-1.9071208,1
42,-500.656,180.4199,-46.45064,57.4553,-27.272211,39.567795,-18.606417,14.216463,-10.297616,4.4455495,4.1002545,-5.7143292,5.2224083,25.010403,25.010403,25.010403,25.010403,25.010403,-11.220838,0.8628699,-3.6749468,0.49624223,0.49624223,0.49624223,0.49624223,0.49624223,-29.280819,-29.280819,-29.280819,-29.280819,-29.280819,9.078359,-2.1518404,2.4707272,-0.8131446,-0.8131446,-0.8131446,-0.8131446,-0.8131446,1
43,-456.73972,118.45142,-72.700005,66.076096,-55.65347,49.151783,-36.29049,27.253002,-17.762371,10.790829,-1.1856366,-5.6836667,15.301402,25.636814,25.636814,25.636814,25.636814,25.636814,-5.401878,2.9014182,-3.030489,2.8843443,2.8843443,2.8843443,2.8843443,2.8843443,-26.493525,-26.493525,-26.493525,-26.493525,-26.493525,6.1015697,-3.282412,2.5701559,-1.7689822,-1.7689822,-1.7689822,-1.7689822,-1.7689822,1
44,-496.69827,176.75885,-46.452038,61.810867,-29.92347,41.420506,-20.253988,14.027894,-10.640888,4.1941795,5.0878124,-4.2763815,7.7656817,24.800707,24.800707,24.800707,24.800707,24.800707,-11.145362,0.74136484,-3.7359116,0.9085972,0.9085972,0.9085972,0.9085972,0.9085972,-29.205206,-29.205206,-29.205206,-29.205206,-29.205206,8.841842,-1.9679462,2.8503323,-0.7273534,-0.7273534,-0.7273534,-0.7273534,-0.7273534,1
45,-499.41742,155.31624,-39.48761,44.09871,-42.514774,45.31499,-25.932474,24.507238,-8.306226,8.034975,-1.2542536,-6.4818497,11.375192,26.672405,26.672405,26.672405,26.672405,26.672405,-8.636359,1.5391928,-2.2579076,1.550892,1.550892,1.550892,1.550892,1.550892,-28.363365,-28.363365,-28.363365,-28.363365,-28.363365,8.544876,-2.2458806,0.8917798,-1.6659645,-1.6659645,-1.6659645,-1.6659645,-1.6659645,1
46,-491.66595,174.05565,-48.28716,62.030796,-30.796574,41.030987,-19.284962,15.184221,-9.884886,4.044951,4.255119,-5.8501678,6.658568,24.79191,24.79191,24.79191,24.79191,24.79191,-10.783626,0.86980313,-3.8490129,0.75196654,0.75196654,0.75196654,0.75196654,0.75196654,-28.818802,-28.818802,-28.818802,-28.818802,-28.818802,8.642118,-2.1966982,2.6382313,-0.9492595,-0.9492595,-0.9492595,-0.9492595,-0.9492595,1
47,-514.3833,168.60147,-34.421986,62.183907,-27.463865,48.1133,-18.573107,20.966166,-8.914271,7.4681196,4.1042,-9.595168,5.2558255,26.609957,26.609957,26.609957,26.609957,26.609957,-10.692583,-0.001509428,-4.4007273,-0.17316791,-0.17316791,-0.17316791,-0.17316791,-0.17316791,-30.794746,-30.794746,-30.794746,-30.794746,-30.794746,8.18562,-1.8900379,1.9746273,-1.172174,-1.172174,-1.172174,-1.172174,-1.172174,1
48,-550.6766,175.91724,-14.268575,44.18071,-18.182402,41.46011,-9.67802,16.700445,-6.643148,9.500401,7.4323735,-3.1302216,7.944355,28.415731,28.415731,28.415731,28.415731,28.415731,-11.487453,-0.31530488,-2.8880658,-0.037387095,-0.037387095,-0.037387095,-0.037387095,-0.037387095,-32.808014,-32.808014,-32.808014,-32.808014,-32.808014,9.096726,-0.8922305,1.3201956,-0.67736435,-0.67736435,-0.67736435,-0.67736435,-0.67736435,1
49,-502.10025,180.71236,-45.79746,58.803047,-28.798128,40.595203,-19.256012,13.770615,-10.55493,4.681143,4.391596,-5.5106254,6.162273,25.00385,25.00385,25.00385,25.00385,25.00385,-11.315333,0.8008719,-3.6802094,0.6621644,0.6621644,0.6621644,0.6621644,0.6621644,-29.407671,-29.407671,-29.407671,-29.407671,-29.407671,9.136316,-2.0330067,2.5768507,-0.8049304,-0.8049304,-0.8049304,-0.8049304,-0.8049304,1
50,-494.73404,175.26949,-48.757885,60.818863,-28.810284,41.648323,-16.87372,15.205998,-9.024159,4.8755813,4.4428563,-6.2748446,5.713363,25.12078,25.12078,25.12078,25.12078,25.12078,-10.694393,0.9683841,-3.9051888,0.443797,0.443797,0.443797,0.443797,0.443797,-29.031569,-29.031569,-29.031569,-29.031569,-29.031569,8.604005,-2.396825,2.4255698,-0.99687487,-0.99687487,-0.99687487,-0.99687487,-0.99687487,1
51,-476.37057,163.02599,-56.27404,62.91478,-42.29286,41.983913,-26.739994,15.179478,-13.605612,5.8002357,1.3418819,-2.7307575,12.244979,24.094292,24.094292,24.094292,24.094292,24.094292,-9.680258,1.4948353,-3.1818483,2.1798642,2.1798642,2.1798642,2.1798642,2.1798642,-27.58702,-27.58702,-27.58702,-27.58702,-27.58702,8.543512,-2.2659855,3.0270743,-0.9695379,-0.9695379,-0.9695379,-0.9695379,-0.9695379,1
52,-486.50378,145.85254,-51.36304,59.75121,-48.80885,44.275757,-27.220581,29.337555,-12.067032,-1.0973259,-3.7482288,-5.468338,11.762312,26.350193,26.350193,26.350193,26.350193,26.350193,-8.485841,1.1076512,-3.3548157,1.8260365,1.8260365,1.8260365,1.8260365,1.8260365,-27.916157,-27.916157,-27.916157,-27.916157,-27.916157,7.1502395,-2.9275887,1.9214972,-1.6377573,-1.6377573,-1.6377573,-1.6377573,-1.6377573,1
53,-500.13702,164.52623,-43.179886,47.17387,-45.834198,46.544003,-30.052471,24.209139,-13.080206,5.5866914,3.8746483,5.088746,15.576014,25.881683,25.881683,25.881683,25.881683,25.881683,-9.593448,1.7771621,-1.4026053,2.8417811,2.8417811,2.8417811,2.8417811,2.8417811,-28.440683,-28.440683,-28.440683,-28.440683,-28.440683,8.998854,-1.8650681,2.168103,-1.12836,-1.12836,-1.12836,-1.12836,-1.12836,1
54,-493.63132,175.1215,-50.090256,63.96061,-31.8911,43.090343,-19.576954,16.393456,-9.247344,5.2001104,3.8287945,-6.2257385,5.750887,25.025135,25.025135,25.025135,25.025135,25.025135,-10.666284,0.96642214,-3.9839427,0.6372976,0.6372976,0.6372976,0.6372976,0.6372976,-28.92793,-28.92793,-28.92793,-28.92793,-28.92793,8.666579,-2.3847919,2.5886593,-1.1472558,-1.1472558,-1.1472558,-1.1472558,-1.1472558,1
55,-501.84293,149.47144,-31.96064,52.503036,-40.57009,44.978268,-23.136488,19.086143,-8.249332,15.435175,5.171202,-4.4410286,5.114005,26.5557,26.5557,26.5557,26.5557,26.5557,-8.573522,1.2678863,-2.2458568,1.4573818,1.4573818,1.4573818,1.4573818,1.4573818,-29.23741,-29.23741,-29.23741,-29.23741,-29.23741,8.542529,-1.1046463,1.6590315,-2.1367168,-2.1367168,-2.1367168,-2.1367168,-2.1367168,1
56,-499.95108,176.96738,-48.197704,61.465214,-29.791243,43.32382,-17.049368,16.051165,-8.616753,5.021514,4.5633616,-5.427036,6.0857162,25.445732,25.445732,25.445732,25.445732,25.445732,-10.785447,0.94649154,-3.877953,0.49085137,0.49085137,0.49085137,0.49085137,0.49085137,-29.33416,-29.33416,-29.33416,-29.33416,-29.33416,8.674612,-2.4187834,2.4264326,-1.048679,-1.048679,-1.048679,-1.048679,-1.048679,1
